# All quantities actual values (not log10) 
#
# time(s)    dt(s)      dE(erg)  E(erg/g/s)    T(K)    rho(g/cm^3) 2/Rmax(s)
6.9741e+05 6.7028e+03 3.1898e+08 9.7817e+17 4.1719e+07 1.2516e+01 3.1739e-02
7.1424e+05 8.8320e+03 3.0964e+08 9.7818e+17 4.1629e+07 1.2489e+01 3.1739e-02
7.3503e+05 7.9834e+03 2.9784e+08 9.7819e+17 4.1510e+07 1.2453e+01 3.1739e-02
7.5183e+05 7.3637e+03 2.8896e+08 9.7819e+17 4.1417e+07 1.2425e+01 3.1739e-02
7.7507e+05 9.5043e+03 2.7801e+08 9.7820e+17 4.1300e+07 1.2390e+01 3.1739e-02
7.9315e+05 8.7664e+03 2.6945e+08 9.7820e+17 4.1205e+07 1.2362e+01 3.1739e-02
8.1725e+05 1.1320e+04 2.5946e+08 9.7821e+17 4.1092e+07 1.2328e+01 3.1739e-02
8.3552e+05 1.0441e+04 2.5175e+08 9.7821e+17 4.1001e+07 1.2300e+01 3.1739e-02
8.6010e+05 9.4382e+03 2.4206e+08 9.7822e+17 4.0883e+07 1.2265e+01 3.1739e-02
8.8171e+05 1.2264e+04 2.3470e+08 9.7822e+17 4.0791e+07 1.2237e+01 3.1739e-02
9.0150e+05 1.1312e+04 2.2770e+08 9.7823e+17 4.0701e+07 1.2210e+01 3.1739e-02
9.2813e+05 1.0225e+04 2.1890e+08 9.7824e+17 4.0583e+07 1.2175e+01 3.1739e-02
9.5154e+05 1.3282e+04 2.1213e+08 9.7824e+17 4.0490e+07 1.2147e+01 3.1739e-02
9.7897e+05 1.2006e+04 2.0402e+08 9.7825e+17 4.0374e+07 1.2113e+01 3.1739e-02
1.0018e+06 1.1074e+04 1.9777e+08 9.7825e+17 4.0283e+07 1.2085e+01 3.1739e-02
